video_tag,method,qp,real_bytes,bitstream_path,bitstream_sha256,real_rans
fresh_ulong_10,v3_beta_low,1,34463,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_10/v3_beta_low_qp1.bin,be70ea1bd5272700aeffb4b57f23bf6a465cd847c3d88eba9dbb61d6e3f6ffaf,True
fresh_ulong_10,v3_beta_low,2,43527,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_10/v3_beta_low_qp2.bin,fa1b73270f4a25daa7d8412a2266b2c4abdfc5f20b16a67ee6565e2bf960ce0a,True
fresh_ulong_10,v3_beta_low,3,56347,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_10/v3_beta_low_qp3.bin,6edb63dff5b08f786575878f4386727a2baca22b2f7adf986a837c9fe44ac711,True
fresh_ulong_100,original,0,21158,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/original_qp0.bin,88916fb5df665d5c60008552550a85432d8ed887f09a106175575c3b6bd7f113,True
fresh_ulong_100,original,1,27743,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/original_qp1.bin,7df4015fa0ccacfe58491e9399b5fd63821e57825e0b1954759798027c3ac0f4,True
fresh_ulong_100,original,2,36185,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/original_qp2.bin,0db9e90531dd5cbca3203970cc714292cb65d11ff98ac4115a939f7176682db1,True
fresh_ulong_100,original,3,47609,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/original_qp3.bin,33a563980060a03fec688bd9a4f5c89d28877fbd70675aab7d373eabcc44a213,True
fresh_ulong_100,beta_low,0,19670,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_low_qp0.bin,a57f55688a616dd797abd1cfa0d237512c1a00de1a041811a663f245d63c31ef,True
fresh_ulong_100,beta_low,1,25889,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_low_qp1.bin,ff78fd93fc312b68db55c56a967b6e42b26ed1bbd8f7ff514170b3c98f6e9624,True
fresh_ulong_100,beta_low,2,33396,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_low_qp2.bin,bf606cfcfca56629c2f8bf5a942ebf551c76cbca15698bee8dff4344f9397005,True
fresh_ulong_100,beta_low,3,43617,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_low_qp3.bin,de8cf4793f9654d4836fd55e4f7b9e66d169064013d999671652f4b7cee357b5,True
fresh_ulong_100,v3_beta_low,0,20611,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_100/v3_beta_low_qp0.bin,a9d4a788b046eec4650cd9230e401f376e24a78ade609fb60cb420bcfb70474c,True
fresh_ulong_100,v3_beta_low,1,27203,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_100/v3_beta_low_qp1.bin,90ff4b6c22b152e1a97d36efc3c5c7289e0236f9b5c62b87be5030b75c3b858d,True
fresh_ulong_100,v3_beta_low,2,35782,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_100/v3_beta_low_qp2.bin,e9e23d5f228d55e509f994625f17640f61498cdc1d615a0643bb763761036257,True
fresh_ulong_100,v3_beta_low,3,47074,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_100/v3_beta_low_qp3.bin,02371d07e97b2045a2d68350bcf05e710f6eeede22b47688402d8de1e20cb8aa,True
fresh_ulong_101,original,0,34831,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/original_qp0.bin,9050d503a0f1288339ade063d05ec6a1502d1f9c3228d9a3319de8a8894e9dd0,True
fresh_ulong_101,original,1,50124,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/original_qp1.bin,3bc77b5bbac6d7fea59e157d5d14cbd43bb883dce500100fc25254b06ad661b4,True
fresh_ulong_101,original,2,71654,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/original_qp2.bin,bd9e92d92a2abdea285fa32c38661d845eefbca7534ec598aec31947b82b1bd8,True
fresh_ulong_101,original,3,98792,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/original_qp3.bin,7dfc67138bc385f91cba8545aeddba71c1b4ac1af7838951047ac233bec4dd9c,True
fresh_ulong_101,beta_low,0,28077,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_low_qp0.bin,16aeded7bf50f4e46a3307f9b96c734ad98757aa34babd66f92381e083b5d37b,True
fresh_ulong_101,beta_low,1,40065,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_low_qp1.bin,ef95bbfe797788fc9d0a0b213dab8d260700842ac5dbb704b160df9453da24cc,True
fresh_ulong_101,beta_low,2,56591,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_low_qp2.bin,b48635f653f78a9e02cc3340887fa8481c5cd932f06069f218c05dfef0356b33,True
fresh_ulong_101,beta_low,3,78757,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_low_qp3.bin,ce43b9eb0a3f45b6a9ae23afa53d15748b2a245b7334ac25ceedb5662b4ccd64,True
fresh_ulong_101,v3_beta_low,0,30604,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_101/v3_beta_low_qp0.bin,66f85461eb7b0e0bf1dbb54aa390a176855be31abe7d5d13b2954bfe24d9d3b1,True
fresh_ulong_101,v3_beta_low,1,42903,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_101/v3_beta_low_qp1.bin,18b0a5ddab2a0c4979c132a20faeb9a55016282792fea9404649c5216a634a9b,True
fresh_ulong_101,v3_beta_low,2,60607,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_101/v3_beta_low_qp2.bin,133c1147664f272e59647977b6f4b80374a159439db85e368a920f4d0a6cdd32,True
fresh_ulong_101,v3_beta_low,3,83436,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_101/v3_beta_low_qp3.bin,5b302471f11fdc9043c3847434259e92804fbdacaa1c645fbbea01c53215fc5a,True
fresh_ulong_102,original,0,19125,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_102/original_qp0.bin,3445488afafea1ca1d941081a3292e054922957efcb58efcfc442fe0943ebbe2,True
fresh_ulong_102,original,1,24822,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_102/original_qp1.bin,6e4112aa07089352cbcbd9efc73ac5f90ab119c17ed3dd8355b0b320b9d15c5e,True
fresh_ulong_102,original,2,32001,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_102/original_qp2.bin,8832a78da4765145e2e7703e075262f07e0d9c370bd22e01f7ed68b690718a4b,True
fresh_ulong_102,original,3,41443,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_102/original_qp3.bin,340f0831deb1f00a60acd5cd03f45399eaea245842d921a71fcc0315853bae99,True
fresh_ulong_102,beta_low,0,17881,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_102/beta_low_qp0.bin,18621d2af077f09c014fc61900db65ca02bb23b4692ad5b4cefa9210c4bc7270,True
fresh_ulong_102,beta_low,1,23373,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_102/beta_low_qp1.bin,b938af7e3a9ba26c125d8b9b944415537ac75fdd65f0b7685625f2b37018d8e5,True
fresh_ulong_102,beta_low,2,29606,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_102/beta_low_qp2.bin,32e4f8881c9cd6d4214b662526c74ea1da950639cf7b4053edbef87752d49182,True
fresh_ulong_102,beta_low,3,38282,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_102/beta_low_qp3.bin,cb64e2597a94eb22c4308d17aea0b1fb19d8799d2dba4e7f839b0e7db2bbe904,True
fresh_ulong_102,v3_beta_low,0,18756,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_102/v3_beta_low_qp0.bin,fcdd883a718a6c04a75a0627533a8768b55296caa74bae766d6609b907e6431a,True
fresh_ulong_102,v3_beta_low,1,24412,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_102/v3_beta_low_qp1.bin,e526cfd7a148b6df7737fb6653c7abdaf61167ef43ac8183ba99aa87e2f3c653,True
fresh_ulong_102,v3_beta_low,2,31163,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_102/v3_beta_low_qp2.bin,a76c720052bb34da11952cc086d99e7614afb346b2d67172ba03299344b59e58,True
fresh_ulong_102,v3_beta_low,3,40336,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_102/v3_beta_low_qp3.bin,f27b4eae811cab5247ff44c182b9b5ad085ec794e6f48137d8b52aca5098f78b,True
fresh_ulong_103,original,0,44761,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_103/original_qp0.bin,a42518dc6f5b85aa8c7a9b12211eacc84199fbf34637bf9d65a9eebc70cb3907,True
fresh_ulong_103,original,1,55939,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_103/original_qp1.bin,f2dda9a30bd33fd3707c6a36e644700a80e4d5e862987337ba334e0ebf0efefa,True
fresh_ulong_103,original,2,71442,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_103/original_qp2.bin,8e304fe5cc7dede9600a28794be656834d5d0e750cfcd499bad107dd8a2adae0,True
fresh_ulong_103,original,3,90080,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_103/original_qp3.bin,b95f623e667d63a2ec815f66e2cd52c56300f28f51c4a9408254acd8a54632ff,True
fresh_ulong_103,beta_low,0,40849,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_103/beta_low_qp0.bin,b4c778396b6d5ab9b12dd4724acdbb42f3b6ab1c9aec6df7ba81f8567b833356,True
fresh_ulong_103,beta_low,1,50989,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_103/beta_low_qp1.bin,083206af6372acc02bc1177de3af7f4b60ccc3a45c45969b2e3f2145d004d270,True
fresh_ulong_103,beta_low,2,64178,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_103/beta_low_qp2.bin,98227a6f4ced7473cd7eec2066eddb3eef98fb51a2cc736f4059ae80a94dc3d4,True
fresh_ulong_103,beta_low,3,80540,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_103/beta_low_qp3.bin,71a3ca73969ff4f7c8aca48156c4be42367f15d5a2becaafdfad6b42b4c1e0b5,True
fresh_ulong_103,v3_beta_low,0,42329,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_103/v3_beta_low_qp0.bin,bb9a6b982d50e3f4e497178949567def5b9003f08cb187421d60f1d31ec2645a,True
fresh_ulong_103,v3_beta_low,1,52813,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_103/v3_beta_low_qp1.bin,fd69cbc7b8c77d4bd25357fdf3b09f22ef3954a919c9d7f153473eb2dfb57912,True
fresh_ulong_103,v3_beta_low,2,66753,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_103/v3_beta_low_qp2.bin,73d484fd2d370e4cdc6d595bf6ec8cb41440404e6b0abb1ce9b05ee2031041a1,True
fresh_ulong_103,v3_beta_low,3,83456,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_103/v3_beta_low_qp3.bin,58dd8a026d1e21a7a6ab6d8a9e1c2af4618c0f2c24cca26dfb5b0b55ade65e7e,True
fresh_ulong_104,original,0,28386,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_104/original_qp0.bin,276013737a6cae11ac9c176beeace597014addf91abe53d15bbe28e5bb43c3e1,True
fresh_ulong_104,original,1,37307,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_104/original_qp1.bin,01b3873a59ea1c8152d8a50c9f2ef2faa1ae337843ab99e0db33afae86feb531,True
fresh_ulong_104,original,2,48685,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_104/original_qp2.bin,670ced44df46fa62d4e8771ad933ff5adb8c8e078151d98d607e0a82e1770db5,True
fresh_ulong_104,original,3,63921,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_104/original_qp3.bin,51c7c5d5f33dc65316d135ee260e0d350da931eba0116fbd3eedbf4faba2ad2f,True
fresh_ulong_104,beta_low,0,25752,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_104/beta_low_qp0.bin,597ea7539eacf761acc3d4d96743593edee8b21d88a272e27dc766c1c08a18e1,True
fresh_ulong_104,beta_low,1,33175,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_104/beta_low_qp1.bin,39a89d5a403f8e31c022caa96842a05f7a9b36abd2805be87e8db34e3006cadf,True
fresh_ulong_104,beta_low,2,42011,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_104/beta_low_qp2.bin,0e853bc7fb60fbd69dd465e2bfba0caf9d166d15e835c50602aa41f935c328ff,True
fresh_ulong_104,beta_low,3,53955,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_104/beta_low_qp3.bin,b559a00a202644f16404bda816b21b57d21c2761e75901a00283cd976b9416b0,True
fresh_ulong_104,v3_beta_low,0,26795,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_104/v3_beta_low_qp0.bin,7f413f1ff16dcf37864d5e149a0cc9b5aa484c0e9a26574471598f7ba2a7c2cf,True
fresh_ulong_104,v3_beta_low,1,34913,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_104/v3_beta_low_qp1.bin,e42700a998dd941986a111e1796dc054049271ed6c07d73daa7993abd65279e4,True
fresh_ulong_104,v3_beta_low,2,44533,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_104/v3_beta_low_qp2.bin,d2ab3f48c4f5f751d009badec0e53feee6b6f907ae56ab7628bf08d1cda0b39b,True
