candidate,reference,video_tag,metric,reference_qp,reference_kbps,reference_metric,candidate_qp,candidate_kbps,candidate_metric,metric_difference,rate_saving_percent
v3_beta_low,beta_low,fresh_ulong_101,LPIPS,3,295.33875,0.09194315492641181,3,312.885,0.09014759166166186,-0.0017955632647499442,-5.941059207435528
v3_beta_low,beta_low,fresh_ulong_101,DISTS,3,295.33875,0.10636680107563734,2,227.27625,0.10357451811432838,-0.002792282961308956,23.045570552458827
v3_beta_low,beta_low,fresh_ulong_102,LPIPS,0,67.05375,0.2568240512628108,0,70.335,0.25839518452994525,0.001571133267134428,-4.893462334321352
v3_beta_low,beta_low,fresh_ulong_102,DISTS,0,67.05375,0.13132139295339584,0,70.335,0.12870446871966124,-0.0026169242337346077,-4.893462334321352
v3_beta_low,beta_low,fresh_ulong_102,LPIPS,1,87.64875,0.23007198981940746,1,91.545,0.23522729356773198,0.0051553037483245134,-4.445300132631669
v3_beta_low,beta_low,fresh_ulong_102,DISTS,1,87.64875,0.11990516632795334,0,70.335,0.12870446871966124,0.008799302391707897,19.753561802079332
v3_beta_low,beta_low,fresh_ulong_102,LPIPS,2,111.0225,0.2151296129450202,2,116.86125,0.21893164864741266,0.003802035702392459,-5.2590691076133345
v3_beta_low,beta_low,fresh_ulong_102,DISTS,2,111.0225,0.11622951924800873,1,91.545,0.1102999858558178,-0.005929533392190933,17.543741133554004
v3_beta_low,beta_low,fresh_ulong_102,LPIPS,3,143.5575,0.1967508525121957,3,151.26,0.20315523818135262,0.006404385669156909,-5.365445901468036
v3_beta_low,beta_low,fresh_ulong_102,DISTS,3,143.5575,0.11137138027697802,1,91.545,0.1102999858558178,-0.001071394421160221,36.23112690037094
v3_beta_low,beta_low,fresh_ulong_103,LPIPS,0,153.18375,0.09527879161760211,0,158.73375,0.09273759601637721,-0.0025411956012248993,-3.6230997086831973
v3_beta_low,beta_low,fresh_ulong_103,DISTS,0,153.18375,0.09701330587267876,0,158.73375,0.08844269998371601,-0.008570605888962746,-3.6230997086831973
v3_beta_low,beta_low,fresh_ulong_103,LPIPS,1,191.20875,0.08486978558357805,1,198.04875,0.08210330724250525,-0.0027664783410727978,-3.577242150267712
v3_beta_low,beta_low,fresh_ulong_103,DISTS,1,191.20875,0.08508140314370394,0,158.73375,0.08844269998371601,0.0033612968400120735,16.984055384494702
v3_beta_low,beta_low,fresh_ulong_103,LPIPS,2,240.6675,0.07638444734038785,2,250.32375,0.07293866766849533,-0.0034457796718925238,-4.012278350836729
v3_beta_low,beta_low,fresh_ulong_103,DISTS,2,240.6675,0.07847941759973764,1,198.04875,0.07763765007257462,-0.0008417675271630287,17.708560565926014
v3_beta_low,beta_low,fresh_ulong_103,LPIPS,3,302.025,0.06921418767888099,3,312.96,0.06622234813403338,-0.0029918395448476076,-3.620561211820217
v3_beta_low,beta_low,fresh_ulong_103,DISTS,3,302.025,0.07364238239824772,2,250.32375,0.07128428481519222,-0.002358097583055496,17.118202135584802
v3_beta_low,beta_low,fresh_ulong_104,LPIPS,0,96.57,0.14577984577044845,0,100.48125,0.1447322400053963,-0.0010476057650521398,-4.050170860515689
v3_beta_low,beta_low,fresh_ulong_104,DISTS,0,96.57,0.1096970560029149,0,100.48125,0.10633845627307892,-0.003358599729835987,-4.050170860515689
v3_beta_low,beta_low,fresh_ulong_104,LPIPS,1,124.40625,0.12665107345674187,1,130.92375,0.12345907941926271,-0.003191994037479162,-5.238884702336111
v3_beta_low,beta_low,fresh_ulong_104,DISTS,1,124.40625,0.10447901673614979,0,100.48125,0.10633845627307892,0.0018594395369291306,19.23134890730972
v3_beta_low,beta_low,fresh_ulong_104,LPIPS,2,157.54125,0.11385655752383173,2,166.99875,0.11080573627259582,-0.0030508212512359023,-6.003189640808371
v3_beta_low,beta_low,fresh_ulong_104,DISTS,2,157.54125,0.09919904824346304,1,130.92375,0.09796843212097883,-0.0012306161224842072,16.895574968460625
v3_beta_low,beta_low,fresh_ulong_104,LPIPS,3,202.33125,0.10269750154111534,3,215.6925,0.0998431701445952,-0.002854331396520138,-6.603651190807147
v3_beta_low,beta_low,fresh_ulong_104,DISTS,3,202.33125,0.09271475579589605,2,166.99875,0.0920591913163662,-0.0006555644795298576,17.462700398480223
