sample,video,frame,group,split,stage,initialization,step,lambda,quantized,code_domain,code_l2,code_rms,residual_l2,gradient_l2,R_est_bpp,estimated_symbol_bits,elapsed_seconds,symbol_nonzero_fraction,mse,psnr,ms_ssim,lpips,L_image,selection_objective,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,selected,nondominated_psnr_lpips,diagnostic_container_bits,actual_frame_packet_bits,actual_frame_share_bits,R_actual_bpp,zero_grid_skip,roundtrip_exact,diagnostic_stream
c227e33d-910e-4e39-a325-0fe1d1116436_f0015,c227e33d-910e-4e39-a325-0fe1d1116436,15.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,0.0,0.0,False,physical prequantizer u,292.52175457105074,4.579605709581008,20.680930667366592,8.122181982144267e-07,0.0,0.0,0.3581192418932915,,0.0009696503303531379,30.13384850245293,0.9115196205061578,0.13630731403827667,0.0011059576443914147,0.0011059576443914147,0.8283428117357623,0.01384425138451828,-0.04506118595600128,0.0,0.0,0.0,0.06947544329746691,0.0010845124010351315,-0.0013086497783660889,False,False,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0015,c227e33d-910e-4e39-a325-0fe1d1116436,15.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,25.0,0.0,False,physical prequantizer u,330.23827039511565,5.17008066918418,21.415177422691666,3.9928265811275e-07,0.0,0.0,6.9853178933262825,,0.0009326902052951087,30.30262583984033,0.9122520954966937,0.1362883448600769,0.0010689785501551857,0.0010689785501551857,0.9971201491231625,0.01457672637505425,-0.04508015513420105,0.1687773373874002,0.0007324749905359695,-1.8969178199768066e-05,0.2382527806848671,0.001816987391571101,-0.001327618956565857,False,False,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0015,c227e33d-910e-4e39-a325-0fe1d1116436,15.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,50.0,0.0,False,physical prequantizer u,364.58595072512395,5.70781446331115,22.16822442621767,2.9318840718744917e-07,0.0,0.0,13.632541619241238,,0.0009160551169061119,30.380783950569818,0.9129941798803283,0.13607501983642578,0.0010521301367425377,0.0010521301367425377,1.0752782598526487,0.015318810758688794,-0.04529348015785217,0.2469354481168864,0.0014745593741705143,-0.0002322942018508911,0.3164108914143533,0.0025590717752056458,-0.00154094398021698,False,False,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0015,c227e33d-910e-4e39-a325-0fe1d1116436,15.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,100.0,0.0,False,physical prequantizer u,422.01136426211167,6.606844185372942,23.327806577187005,1.9890499942535452e-07,0.0,0.0,25.25891336798668,,0.0008985151057183562,30.46474617191645,0.9139324351874901,0.1353655606508255,0.0010338806663691817,0.0010338806663691817,1.15924048119928,0.016257066065850645,-0.046002939343452454,0.33089766946351773,0.0024128146813323648,-0.0009417533874511719,0.40037311276098464,0.0034973270823674962,-0.0022504031658172607,False,False,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0015,c227e33d-910e-4e39-a325-0fe1d1116436,15.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,150.0,0.0,False,physical prequantizer u,469.20799544939234,7.345736108044495,24.285302805634625,1.567884245292475e-07,0.0,0.0,36.872174963355064,,0.0008879547438660118,30.51609168219279,0.9145514682057506,0.13485735654830933,0.001022812100414321,0.001022812100414321,1.2105859914756216,0.01687609908411114,-0.04651114344596863,0.38224317973985933,0.00303184769959286,-0.0014499574899673462,0.45171862303732624,0.0041163601006279915,-0.002758607268333435,True,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,0.0,0.0,False,physical prequantizer u,587.2460336616795,9.193693278058777,32.466309771698874,2.5937457341719976e-06,0.0,0.0,0.43722882121801376,,0.012799185741517814,18.928176584157228,0.8189736243900615,0.31090542674064636,0.01311009116825846,0.01311009116825846,0.5474024993127102,0.03462836908027034,-0.06683674454689026,0.0,0.0,0.0,0.02389721762043351,0.0010863710968260776,-0.001292496919631958,False,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,25.0,0.0,False,physical prequantizer u,654.6340801925102,10.24869406971834,33.864086082125134,1.2624664066647585e-06,0.0,0.0,6.7775972336530685,,0.01261996614325774,18.989418102120162,0.8204884095202852,0.31360530853271484,0.012933571451790455,0.012933571451790455,0.608644017275644,0.03614315421049408,-0.06413686275482178,0.061241517962933756,0.0015147851302237392,0.0026998817920684814,0.08513873558336726,0.0026011562270498167,0.0014073848724365234,False,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,50.0,0.0,False,physical prequantizer u,714.7037096802272,11.18912059826067,35.13569482052483,8.910197354932407e-07,0.0,0.0,13.096301563084126,,0.012540117717420151,19.016983866483617,0.8215126613052242,0.3143063187599182,0.012854424036180069,0.012854424036180069,0.6362097816390992,0.037167405995433,-0.06343585252761841,0.08880728232638901,0.0025390369151626624,0.0034008920192718506,0.11270449994682252,0.00362540801198874,0.0021083950996398926,False,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,100.0,0.0,False,physical prequantizer u,804.9354262226087,12.601752916389396,36.89119840949188,5.57594530630217e-07,0.0,0.0,24.2641529366374,,0.01245821477356345,19.045441863716984,0.8227665241298437,0.31545427441596985,0.01277366904797942,0.01277366904797942,0.6646677788724666,0.03842126882005259,-0.06228789687156677,0.11726527955975641,0.0037928997397822517,0.004548847675323486,0.14116249718018992,0.004879270836608329,0.0032563507556915283,False,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,150.0,0.0,False,physical prequantizer u,871.0966816373955,13.637547548125104,38.19149379310172,3.9570094635853366e-07,0.0,0.0,35.486089676618576,,0.012416550842785385,19.05999028795656,0.823483776237755,0.31586605310440063,0.012732416895889786,0.012732416895889786,0.6792162031120412,0.03913852092796388,-0.061876118183135986,0.131813703799331,0.004510151847693544,0.0049606263637542725,0.1557109214197645,0.005596522944519622,0.0036681294441223145,True,True,,,,,,,
