dataset,video,video_id,qp,branch,actual_bytes,actual_bits,PSNR,SSIM,LPIPS,DISTS,is_baseline,is_budget_feasible,is_selected,iteration,restart,lambda_or_beta,interpolated_only,bitstream_path,search_phase,reused
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,compression_aware,68527,548216,27.689686958869736,0.9704151265323162,0.19738557608798146,0.12755245435982943,False,False,False,20,0,10000.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_01_qp1_compression_aware_beta10000.bin,EXPANSION,False
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,compression_aware,69362,554896,27.68805893461264,0.9703945517539978,0.19938478525727987,0.12877889350056648,False,False,False,20,0,30.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_01_qp1_compression_aware_beta30.bin,EXPANSION,False
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,compression_aware,68369,546952,27.692972845680625,0.970437009818852,0.1973185387905687,0.1269388934597373,False,False,False,20,0,300.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_01_qp1_compression_aware_beta300.bin,EXPANSION,False
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,compression_aware,69047,552376,27.72120092485458,0.9706599907949567,0.19714061496779323,0.12524874974042177,False,False,False,20,0,3000.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_01_qp1_compression_aware_beta3000.bin,EXPANSION,False
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,generator_aware,630078,5040624,29.37234818105512,0.9778871973976493,0.19864788313861936,0.13887377548962831,False,False,False,20,0,0.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp1_generator_aware_beta0.bin,REUSED_V12_1,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,generator_aware,231461,1851688,30.625475313833753,0.9837902104482055,0.14888559211976826,0.10632950346916914,False,False,False,20,0,0.1,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp1_generator_aware_beta0.1.bin,REUSED_V12_1,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,generator_aware,145851,1166808,30.88775135543573,0.9849149715155363,0.13769153645262122,0.08912206720560789,False,False,False,20,0,0.3,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp1_generator_aware_beta0.3.bin,REUSED_V12_1,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,generator_aware,95326,762608,30.429601770038925,0.9834319576621056,0.14380555879324675,0.08761661313474178,False,False,False,20,0,1.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp1_generator_aware_beta1.bin,REUSED_V12_1,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,generator_aware,74261,594088,28.825532594904235,0.9767628805711865,0.17642051097936928,0.11236939858645201,False,False,False,20,0,10.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp1_generator_aware_beta10.bin,REUSED_V12_1,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,generator_aware,69455,555640,27.898228536773633,0.9717262834310532,0.19676563004031777,0.1240525171160698,False,False,False,20,0,100.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_01_qp1_generator_aware_beta100.bin,EXPANSION,False
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,generator_aware,68948,551584,27.70136308741124,0.9705062052235007,0.19745444739237428,0.12388759292662144,False,False,False,20,0,1000.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_01_qp1_generator_aware_beta1000.bin,EXPANSION,False
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,generator_aware,69710,557680,27.690192400397343,0.970492647960782,0.1968445887323469,0.1256178328767419,False,False,False,20,0,10000.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_01_qp1_generator_aware_beta10000.bin,EXPANSION,False
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,generator_aware,70943,567544,28.23707692344608,0.9736464601010084,0.1888569334987551,0.12105066236108541,False,False,False,20,0,30.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_01_qp1_generator_aware_beta30.bin,EXPANSION,False
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,generator_aware,69397,555176,27.740202178855196,0.9707319010049105,0.19730155589058995,0.12594594713300467,False,False,False,20,0,300.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_01_qp1_generator_aware_beta300.bin,EXPANSION,False
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,generator_aware,68677,549416,27.667032131528085,0.9703233791515231,0.19803650467656553,0.12555490341037512,False,False,False,20,0,3000.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_01_qp1_generator_aware_beta3000.bin,EXPANSION,False
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,78986,631888,30.15030891001539,0.9835106832906604,0.10498300509061664,0.06271296553313732,True,True,True,0,0,,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp3_baseline.bin,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,compression_aware,1030968,8247744,26.814074757323972,0.9636419573798776,0.21701669343747199,0.12118219491094351,False,False,False,20,0,0.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp3_compression_aware_beta0.bin,REUSED_V12_1,True
