dataset,video,video_id,kind,parameter,bytes,bits,bpp,kbps,total_pixel_SSE,aggregate_MSE,sequence_PSNR,mean_PSNR,SSIM,LPIPS,DISTS,bitstream_path,bitstream_sha256,decode_status,model_hash,actual_rate_ratio
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,3.0,38481,307848,0.00927879050925926,576.6383616383616,340349.9443359375,0.0034194752316416047,24.66040537654108,24.744337667552887,0.9458292759954929,0.48343151342123747,0.2638021484017372,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_3p0.bin,7e34ddf47e045505027e10f3f58a07d02f1d1a09d8d94c83ea34e2c9720d0a78,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,2.003175429463821
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,10.0,31641,253128,0.007629484953703703,474.14085914085916,363372.8857421875,0.0036507853264671295,24.37613703690038,24.477062167441503,0.9425838552415371,0.47845428343862295,0.24603008478879929,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_10p0.bin,4ab033906c422e5c2aa4c8ece15804ca094227e0b455fb959d9730ba2f561eee,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,1.6471108797501302
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,30.0,25255,202040,0.006089650848765432,378.4465534465534,396841.1572265625,0.0039870390185603385,23.993495141588923,24.123921746829396,0.9379131905734539,0.4864265890792012,0.23224927857518196,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_30p0.bin,3d27349fb59cd7d83dc8dbc9e1cd2f195a4005ad14ffa7e0b59196c7a83ef321,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,1.314679854242582
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,100.0,20373,162984,0.004912471064814815,305.2897102897103,449585.0146484375,0.004516953352547477,23.45154394458715,23.627523601197908,0.9306712597608566,0.5084247915074229,0.22958679497241974,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_100p0.bin,de30ef8a849df20644b80518c9c6a53baa3734862713464891bdd306b60ace96,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,1.0605413846954712
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,300.0,17375,139000,0.004189573688271605,260.3646353646354,504878.7802734375,0.005072486459473033,22.947791036014657,23.170730011176417,0.9227729439735413,0.5411881161853671,0.23575415834784508,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_300p0.bin,f6094c884ca57088c1a324cefa0f41b195ca09869f0ff26a943c993b1d0b550f,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,0.9044768349817803
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,1000.0,15824,126592,0.0038155864197530866,237.1228771228771,544471.1337890625,0.005470268432004952,22.6199136184241,22.8963565067362,0.9169021621346474,0.5540843987837434,0.23777016252279282,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_1000p0.bin,8512eec3dfb1669943db7a35811dd2af20b4ffc88813b0fc2117208551adf213,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,0.8237376366475794
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,3000.0,13638,109104,0.0032884837962962963,204.36563436563435,694449.8994140625,0.006977095986589974,21.56325302223721,21.967082048511934,0.8898967653512955,0.5125142289325595,0.20090261846780777,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_3000p0.bin,a08a8953a70ce7c41cf54204d44a01a96d844b943127269f7b936da068223f84,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,0.7099427381572098
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,10000.0,13833,110664,0.0033355034722222223,207.28771228771228,733663.5693359375,0.007371073348041424,21.324692672033013,21.76442941064361,0.8828483819961548,0.5409613037481904,0.2091054655611515,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_10000p0.bin,e5b0bd111334cfdc45c4850ca0b795b69d26e92f672371fcf4fdc6793ffc4ddc,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,0.7200937011972931
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,oracle,0.0,40239,321912,0.009702690972222223,602.982017982018,284503.89990234375,0.0028583934130492032,25.438779976031537,25.586496341541952,0.9476561807096004,0.5471176062710583,0.3247605487704277,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_10_oracle_0p0.bin,9ba50aaf24e0fc1dc4a78f3b76bb4e348630e505ac3f2e6f0d10089e943f60bb,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,3.085339671829474
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,oracle,0.01,40994,327952,0.009884741512345679,614.2957042957042,288317.96826171875,0.0028967131263434643,25.380945126716444,25.537098796848966,0.9472857564687729,0.5507899527437985,0.3264203667640686,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_10_oracle_0p01.bin,796a9cdbd1c317761af00e6a92cdd39016b22c47a9a1a71d5914a0c1bede565b,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,3.143229566017482
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,oracle,0.03,40164,321312,0.009684606481481482,601.8581418581418,283269.05419921875,0.0028459869932245326,25.457670890668158,25.599128241484795,0.9478456117212772,0.5487722572870553,0.3269299753010273,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_10_oracle_0p03.bin,b1ca9cfc71b4b1c7666659361fb0971f3b35a69c093ae69c4585b16a4f44fdc5,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,3.0795890200889433
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,oracle,0.1,40309,322472,0.009719569830246914,604.0309690309691,286865.64599609375,0.0028821217326960935,25.402876797601728,25.557316793046965,0.947445310652256,0.5501323123462498,0.326983317732811,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_10_oracle_0p1.bin,9fe95c0651e3dc43dc77480e4a7211ffeb394d88602a4d430b792cbafe68ba0e,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,3.0907069467873027
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,oracle,0.3,39732,317856,0.009580439814814814,595.3846153846154,286627.69775390625,0.0028797310811501963,25.406480662079556,25.56043427092616,0.94741340726614,0.5474974294193089,0.32533276826143265,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_10_oracle_0p3.bin,2e34a4fd035b686b03506ad1ad0255721d43b1ce7cb2f8701e61a9b3c524ccec,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,3.046465266063487
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,oracle,1.0,38391,307128,0.00925708912037037,575.2897102897103,291453.77685546875,0.0029282184049425793,25.333965339920738,25.481811554624382,0.9466262944042683,0.5433262218721211,0.3247862458229065,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_10_oracle_1p0.bin,25ed71b0f45e05f72bcc2c0df99ce7b8d4ce9d5e4a4d13dc80dd1c78a378944d,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,2.9436436129428003
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,oracle,3.0,35663,285304,0.008599295910493828,534.4105894105894,291994.32470703125,0.0029336492563961955,25.325918111189427,25.479479651125146,0.9466355331242085,0.5416968022473156,0.32138974219560623,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_10_oracle_3p0.bin,da0d9fcff756e5d89a5f6945294f299c9107afa6c03750db3af3a2e3675fe1d3,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,2.7344732403005674
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,oracle,10.0,29476,235808,0.007107445987654321,441.6983016983017,317458.11181640625,0.0031894823798426877,24.962797927479553,25.124958135925883,0.9422946982085705,0.5382045661099255,0.3124026246368885,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_10_oracle_10p0.bin,e71dc5e53004b17f21b33421c8f9572b95a7ddea45b3025a0f03139d024529d8,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,2.2600828093850636
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,oracle,30.0,22338,178704,0.005386284722222222,334.7352647352647,367644.14599609375,0.003693698418974386,24.32538566481595,24.527431209042252,0.934470072388649,0.5305680581368506,0.3029097057878971,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_10_oracle_30p0.bin,6cb937c0069741a1d25eb1978365ef1eadc7e7bebce35d6880e180573695276a,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,1.712774114399632
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,oracle,100.0,17195,137560,0.004146170910493827,257.6673326673327,425865.05224609375,0.004278640330083086,23.68694219528073,23.960355868073204,0.9246348887681961,0.5509926048107445,0.29406150057911873,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_10_oracle_100p0.bin,df9b57d5be02725995d808394ccbc0fe84809bd0b7bd4be0f63116fe3fcbfef1,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,1.318432755712314
