codec,dataset,video,video_id,rate_control,frame,pixel_SSE,MSE,PSNR,SSIM,MS_SSIM,LPIPS,DISTS,FloLPIPS
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,0,6471.7744140625,0.0010403443593531847,29.82822883189027,0.9722640514373779,0.9621050357818604,0.07812575995922089,0.07553452253341675,0.05665186047554016
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,1,9881.96484375,0.0015885359607636929,27.990029493074267,0.9709709286689758,0.9653694033622742,0.07646109908819199,0.07868367433547974,0.07221114635467529
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,2,9200.4384765625,0.0014789799461141229,28.30037714678579,0.9750324487686157,0.9691209197044373,0.07127590477466583,0.07416915893554688,0.06354842334985733
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,3,8281.501953125,0.0013312599621713161,28.75737129264254,0.9788632988929749,0.9715504050254822,0.06455013900995255,0.06727594137191772,0.060520563274621964
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,4,8320.5166015625,0.0013375316048040986,28.73695947153571,0.9785800576210022,0.9713279008865356,0.06559880822896957,0.06855559349060059,0.05738505721092224
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,5,8381.380859375,0.0013473156141117215,28.70530657126799,0.9801658391952515,0.9727492332458496,0.06275206059217453,0.06059545278549194,0.05021723732352257
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,6,8413.85546875,0.001352535909973085,28.688511955033718,0.9797437787055969,0.971221923828125,0.06667111068964005,0.06467080116271973,0.059636518359184265
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,7,8377.7197265625,0.0013467270182445645,28.707204269085942,0.9808957576751709,0.9715014696121216,0.06381438672542572,0.0631970763206482,0.05984873324632645
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,8,8557.337890625,0.0013756008120253682,28.615075764833243,0.9802767038345337,0.9689792394638062,0.06973939388990402,0.06651270389556885,0.051878415048122406
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,9,8031.125,0.0012910115765407681,28.89069863384057,0.9822548627853394,0.9703096151351929,0.06562992185354233,0.06330287456512451,0.05217611417174339
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,10,8833.66015625,0.0014200200093910098,28.477055359642133,0.9803584814071655,0.964686393737793,0.07592625916004181,0.06940799951553345,0.051086947321891785
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,11,9560.1357421875,0.001536801690235734,28.133821704917242,0.9788711667060852,0.9610505104064941,0.0768730565905571,0.0636986494064331,0.06182263419032097
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,12,9940.0087890625,0.0015978666488081217,27.964594678901978,0.9787319898605347,0.9592377543449402,0.08037540316581726,0.07261836528778076,0.05428515747189522
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,13,9733.2685546875,0.0015646329848095775,28.055875184145577,0.9799073934555054,0.9621458053588867,0.07484953105449677,0.071632981300354,0.04505879804491997
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,14,10949.1015625,0.0017600792925804853,27.544677665299066,0.9775611758232117,0.9580509662628174,0.0779276043176651,0.07250642776489258,0.04355017840862274
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,15,10172.353515625,0.001635216292925179,27.864247943118635,0.9784859418869019,0.9559401273727417,0.08108831197023392,0.07559597492218018,0.05144135653972626
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,16,9581.37890625,0.0015402165008708835,28.124182281733354,0.9806035757064819,0.958565354347229,0.08163517713546753,0.07623124122619629,0.043415170162916183
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,17,8311.3359375,0.0013360558077692986,28.74175400767621,0.9837766885757446,0.9655851125717163,0.07158264517784119,0.06554293632507324,0.04987975209951401
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,18,9332.9208984375,0.0015002766158431768,28.2382865983846,0.9815373420715332,0.9603466987609863,0.07992473989725113,0.07887154817581177,0.059921152889728546
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,19,9668.93359375,0.001554290996864438,28.084676686101623,0.9809302091598511,0.9584855437278748,0.08381913602352142,0.07774323225021362,0.05745723843574524
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,20,9063.9150390625,0.0014570336788892746,28.365304095294448,0.9830572605133057,0.9619929790496826,0.08169347047805786,0.0750579833984375,0.061474427580833435
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,21,8921.77734375,0.001434184843674302,28.433948713918223,0.9837234616279602,0.9637727737426758,0.07792071253061295,0.0738418698310852,0.07632456719875336
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,22,10081.708984375,0.0016206450527533889,27.903120921904588,0.9817747473716736,0.9597352743148804,0.08662955462932587,0.07958269119262695,0.08179809153079987
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,23,10077.8427734375,0.0016200236277654767,27.904786513009896,0.9815980792045593,0.9597508311271667,0.08803176134824753,0.07968515157699585,0.08246640115976334
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,24,9842.474609375,0.001582187949679792,28.007419275005233,0.9826176762580872,0.9621886610984802,0.0880475640296936,0.07739883661270142,0.08555244654417038
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,25,8317.3173828125,0.0013370172819122672,28.738629791324605,0.9858271479606628,0.9679862260818481,0.07313878834247589,0.06915867328643799,0.06194612756371498
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,26,9375.6923828125,0.0015071522211655974,28.21842882075768,0.9838019013404846,0.9628344774246216,0.0824051946401596,0.07582670450210571,0.07134032249450684
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,27,9618.93359375,0.0015462534502148628,28.107193183037413,0.9834309220314026,0.9609144926071167,0.08399751037359238,0.07478952407836914,0.07123462855815887
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,28,8906.47265625,0.0014317246386781335,28.441405011636064,0.9849611520767212,0.9634494185447693,0.08191104233264923,0.0793766975402832,0.07030397653579712
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,29,8614.650390625,0.0013848139205947518,28.586085794429607,0.9858028292655945,0.9662579298019409,0.07613744586706161,0.07171529531478882,0.05736465007066727
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,30,9656.056640625,0.0015522210160270333,28.090464408052476,0.9838729500770569,0.9620113372802734,0.08263284713029861,0.07675796747207642,0.06013371795415878
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,31,9616.4443359375,0.0015458533307537436,28.108317139532744,0.9837798476219177,0.9606624841690063,0.08072242140769958,0.07681691646575928,0.057638365775346756
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,32,9050.521484375,0.0014548806939274073,28.371726191134027,0.9848685264587402,0.9640922546386719,0.08199651539325714,0.0814715027809143,0.05680636316537857
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,33,7896.7421875,0.0012694094330072403,28.96398278758969,0.9870320558547974,0.9696969389915466,0.07239687442779541,0.07123798131942749,0.057615846395492554
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,34,9350.0546875,0.0015030308859422803,28.23032094957682,0.9839944839477539,0.9650236368179321,0.0801570788025856,0.07648259401321411,0.06039419025182724
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,35,9672.0029296875,0.0015547843649983406,28.083298353092857,0.9830938577651978,0.9629074931144714,0.08345545828342438,0.07588315010070801,0.06330356746912003
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,36,9061.662109375,0.001456671510823071,28.366383735019426,0.9841311573982239,0.9648451805114746,0.08459320664405823,0.07867729663848877,0.06811197847127914
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,37,8664.52734375,0.0013928316766396165,28.561013647846405,0.9849326014518738,0.967261552810669,0.07843638956546783,0.07254010438919067,0.06800143420696259
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,38,9250.548828125,0.0014870351878926158,28.276787545938614,0.9835502505302429,0.9632131457328796,0.08480889350175858,0.0812419056892395,0.07025101035833359
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,39,9219.6103515625,0.0014820618089288473,28.29133683862104,0.9836264252662659,0.9630290865898132,0.08137163519859314,0.07800447940826416,0.06792186200618744
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,40,8987.7578125,0.0014447913272306323,28.401948739984434,0.983925461769104,0.9656819105148315,0.07928837835788727,0.07922959327697754,0.06557236611843109
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,41,7919.4482421875,0.0012730594025924802,28.95151331133284,0.9863613247871399,0.9715703725814819,0.0704997181892395,0.06963860988616943,0.06270991265773773
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,42,8993.53125,0.0014457193901762366,28.39915994126068,0.983197808265686,0.9649088382720947,0.08134891092777252,0.08047443628311157,0.06599336862564087
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,43,8841.01171875,0.001421201741322875,28.473442690644628,0.9830554127693176,0.9638292789459229,0.08156873285770416,0.07790720462799072,0.0717281848192215
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,44,8276.720703125,0.0013304913882166147,28.759879321325904,0.9841557741165161,0.9672788977622986,0.0778588131070137,0.07782530784606934,0.06247731298208237
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,45,8090.244140625,0.0013005150249227881,28.858846260106965,0.9849383234977722,0.9697534441947937,0.07344882935285568,0.07172346115112305,0.06526774913072586
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,46,8676.943359375,0.0013948276173323393,28.554794622594258,0.9834568500518799,0.9667446613311768,0.08247505128383636,0.08259773254394531,0.06694717705249786
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,47,8914.990234375,0.00143309379927814,28.437253831018012,0.9825823307037354,0.9664108157157898,0.08040829747915268,0.07912498712539673,0.07472288608551025
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,48,8246.33984375,0.001325607649050653,28.775849986058397,0.9835827946662903,0.9681445360183716,0.0778297558426857,0.08006232976913452,0.07134886831045151
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,49,7565.60498046875,0.001216178759932518,29.150025856336363,0.9855175018310547,0.9726202487945557,0.0732928067445755,0.07024520635604858,0.06322875618934631
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,50,8139.87744140625,0.001308493665419519,28.83228375492581,0.9839630126953125,0.9698843955993652,0.08045986294746399,0.07725143432617188,0.06660071015357971
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,51,8762.908203125,0.001408646465279162,28.51197990172343,0.9821488261222839,0.9692618250846863,0.08149406313896179,0.07466018199920654,0.0731857419013977
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,52,8376.71875,0.0013465661322697997,28.707723127503755,0.983085036277771,0.9706749320030212,0.0784987211227417,0.07097041606903076,0.06750130653381348
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,53,8227.076171875,0.0013225110014900565,28.786007065392404,0.9832990765571594,0.972266435623169,0.07855002582073212,0.07148230075836182,0.07189586758613586
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,54,8705.8408203125,0.0013994728215038776,28.54035531342518,0.9817328453063965,0.9691863059997559,0.08455552160739899,0.07862198352813721,0.079506054520607
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,55,9185.365234375,0.001476556877605617,28.307498191665637,0.9801312685012817,0.9692632555961609,0.08345076441764832,0.07775628566741943,0.07732115685939789
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,56,8317.728515625,0.001337083405815065,28.73841501073504,0.9821149110794067,0.9718050360679626,0.0818968415260315,0.08271396160125732,0.07559581100940704
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,57,7955.1904296875,0.0012788050808012486,28.931956469080422,0.9832454919815063,0.9752345085144043,0.07898697257041931,0.07757812738418579,0.07605937123298645
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,58,8456.8408203125,0.0013594458578154445,28.6663808422964,0.9812334775924683,0.972859263420105,0.08461706340312958,0.08511871099472046,0.08116160333156586
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,59,8866.2431640625,0.0014252576511353254,28.461066189174574,0.9792475700378418,0.9720299243927002,0.08237756788730621,0.08125853538513184,0.06682244688272476
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,60,8215.177734375,0.00132059829775244,28.792292668670356,0.9809607267379761,0.97432941198349,0.07881708443164825,0.08447599411010742,0.07524563372135162
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,61,8026.662109375,0.0012902942253276706,28.89311246393563,0.981203556060791,0.9754801988601685,0.07562021911144257,0.08221215009689331,0.0745595246553421
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,62,8690.6533203125,0.001397031475789845,28.547938089124116,0.9789115190505981,0.9729747772216797,0.08184225857257843,0.08626586198806763,0.06108567863702774
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP1,63,9596.6083984375,0.001542664715088904,28.117284538522167,0.9755708575248718,0.9718399047851562,0.0798872783780098,0.08586430549621582,
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,0,4505.6787109375,0.0007242924766615033,31.400860258601206,0.9806806445121765,0.97423255443573,0.056376922875642776,0.05721181631088257,0.04325392097234726
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,1,8377.7958984375,0.0013467393582686782,28.707164474979535,0.9768152832984924,0.9719931483268738,0.06323783099651337,0.0625300407409668,0.0601772777736187
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,2,8767.92578125,0.0014094531070441008,28.509493686684092,0.9783074259757996,0.9748978614807129,0.06019133701920509,0.05745035409927368,0.05156516283750534
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,3,7698.4775390625,0.0012375381775200367,29.07441394389921,0.9815100431442261,0.9768692851066589,0.05543907731771469,0.053180813789367676,0.051620736718177795
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,4,7916.3271484375,0.001272557768970728,28.953224933324687,0.9814396500587463,0.976871132850647,0.0561017282307148,0.05501902103424072,0.05038203299045563
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,5,7482.880859375,0.001202880754135549,29.197774236890762,0.983530580997467,0.9784542918205261,0.052469007670879364,0.05036050081253052,0.04310135915875435
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,6,7707.2470703125,0.001238947850652039,29.069469734065816,0.9829287528991699,0.9769223928451538,0.057450663298368454,0.05334937572479248,0.05024811625480652
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,7,7497.158203125,0.001205175882205367,29.189495679461817,0.9838929772377014,0.9767132997512817,0.054773442447185516,0.05179405212402344,0.05311562865972519
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,8,7777.69970703125,0.0012502731988206506,29.029950783709182,0.9835516214370728,0.9748684167861938,0.058022353798151016,0.05446290969848633,0.044684037566185
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,9,7126.25439453125,0.001145552727393806,29.4098491634873,0.9854649901390076,0.9769737720489502,0.05355566740036011,0.05136537551879883,0.04452772065997124
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,10,7906.70849609375,0.0012710115406662226,28.95850506074707,0.9837697744369507,0.9723294973373413,0.0625080093741417,0.057333409786224365,0.044946685433387756
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,11,8129.7998046875,0.0013068736298009753,28.83766405176512,0.9832913875579834,0.970612645149231,0.06079160049557686,0.05425465106964111,0.049399275332689285
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,12,8811.1025390625,0.0014163937885314226,28.488159864694495,0.982761025428772,0.9685052633285522,0.06635366380214691,0.062447965145111084,0.04536396637558937
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,13,8120.4794921875,0.0013053754810243845,28.842645489526028,0.9844954013824463,0.9714961051940918,0.05993591248989105,0.05780434608459473,0.03730962425470352
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,14,8687.78125,0.0013965697726234794,28.549373620693768,0.9837216734886169,0.9692261219024658,0.0630938708782196,0.06280708312988281,0.037194982171058655
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,15,8173.3115234375,0.001313868211582303,28.8144819478612,0.984425961971283,0.9691383838653564,0.06340057402849197,0.06230205297470093,0.04060807079076767
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,16,8348.26953125,0.0013419928727671504,28.722497906693498,0.9847031831741333,0.9688534736633301,0.06554766744375229,0.06689369678497314,0.03992883116006851
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,17,7394.0078125,0.0011885943822562695,29.249663267118898,0.9867220520973206,0.9729637503623962,0.05777136608958244,0.054315388202667236,0.04067616909742355
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,18,8083.607421875,0.0012994481949135661,28.862410298310284,0.985188364982605,0.9691058993339539,0.06545613706111908,0.06099122762680054,0.047527845948934555
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,19,8092.30322265625,0.001300846110098064,28.85774077372521,0.9853304028511047,0.9678577780723572,0.06661301106214523,0.05889815092086792,0.04800768196582794
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,20,7946.82275390625,0.0012774599017575383,28.936527230670215,0.9860923886299133,0.969720721244812,0.06787368655204773,0.06427174806594849,0.05195726454257965
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,21,7742.21142578125,0.0012445684988051653,29.04981195612697,0.98674076795578,0.9715689420700073,0.062244102358818054,0.06067115068435669,0.05469678342342377
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,22,8361.833984375,0.0013441734481602907,28.71544687592701,0.9855476021766663,0.9688299894332886,0.06947347521781921,0.0665084719657898,0.0650610402226448
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,23,8302.5986328125,0.0013346512569114566,28.746322002058054,0.9855534434318542,0.9686980247497559,0.07007787376642227,0.06454664468765259,0.05609246343374252
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,24,8328.806640625,0.0013388642109930515,28.732634673545647,0.9859519004821777,0.9695178866386414,0.0708334669470787,0.06473541259765625,0.05470037832856178
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,25,7097.021484375,0.00114085350651294,29.42770118419295,0.9884941577911377,0.9750866293907166,0.060397565364837646,0.05856680870056152,0.06018773838877678
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,26,8075.8798828125,0.0012982060434296727,28.866563734655255,0.9866303205490112,0.9701460599899292,0.06911741197109222,0.06897133588790894,0.06473752111196518
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,27,7749.11474609375,0.0012456781696528196,29.045941464389205,0.9871044158935547,0.9698342680931091,0.0679386705160141,0.06257975101470947,0.05914592742919922
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,28,8023.3017578125,0.0012897540582343936,28.894930969370883,0.9869879484176636,0.9702624082565308,0.06937900185585022,0.06351667642593384,0.07391439378261566
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,29,7462.0126953125,0.001199526246637106,29.209902448658415,0.9881290197372437,0.9732547998428345,0.06298156082630157,0.056862711906433105,0.049136899411678314
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,30,8077.4208984375,0.0012984536588191986,28.86573545517344,0.9868587851524353,0.9696615934371948,0.06778039038181305,0.062246084213256836,0.0503336526453495
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,31,7961.96875,0.0012798946117982268,28.92825789257442,0.9870477318763733,0.9698333740234375,0.06692666560411453,0.05860269069671631,0.0516292043030262
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,32,7888.4326171875,0.001268073683604598,28.968555102924984,0.9870733022689819,0.9710461497306824,0.06940219551324844,0.069308340549469,0.05025608092546463
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,33,6932.49462890625,0.0011144056916236877,29.529566784986226,0.9891568422317505,0.9758936166763306,0.058927956968545914,0.06158745288848877,0.04711633920669556
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,34,7834.6318359375,0.0012594250729307532,28.998276649111357,0.9870364665985107,0.9719659090042114,0.06776086986064911,0.06641703844070435,0.04962973669171333
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,35,8209.173828125,0.0013196330983191729,28.795468002522547,0.9861956834793091,0.9703506827354431,0.07058665156364441,0.06429183483123779,0.05214083194732666
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,36,7905.2353515625,0.0012707747519016266,28.959314224400508,0.986640214920044,0.9720117449760437,0.07023167610168457,0.06488674879074097,0.058761969208717346
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,37,7563.9755859375,0.0012159168254584074,29.150961318724022,0.9876055717468262,0.9740979075431824,0.06412036716938019,0.058913350105285645,0.05493256822228432
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,38,7898.1865234375,0.0012696415651589632,28.963188682131236,0.9865542650222778,0.9710879325866699,0.06974554061889648,0.068500816822052,0.05709835886955261
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,39,7835.97802734375,0.0012596414890140295,28.997530433728144,0.9865965843200684,0.9708063006401062,0.0668717548251152,0.06249815225601196,0.05539606511592865
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,40,7847.9580078125,0.0012615673476830125,28.990895600918062,0.9866375923156738,0.971463680267334,0.06740907579660416,0.06755024194717407,0.053728777915239334
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,41,6941.3359375,0.001115826889872551,29.52403176907946,0.9883987307548523,0.9766368269920349,0.059105366468429565,0.0591469407081604,0.052264466881752014
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,42,7657.3310546875,0.0012309238081797957,29.097688282312784,0.9864947199821472,0.9723541736602783,0.06740953773260117,0.06831145286560059,0.05514398589730263
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,43,7469.2822265625,0.0012006948236376047,29.205673616661404,0.9863797426223755,0.9718382358551025,0.06734824180603027,0.06556308269500732,0.06188490241765976
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,44,7392.3623046875,0.0011883298866450787,29.250629801782246,0.9868227243423462,0.9733628034591675,0.0653955489397049,0.06759893894195557,0.05075019598007202
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,45,7354.61865234375,0.0011822625529021025,29.272860660821088,0.987065851688385,0.975428581237793,0.060193344950675964,0.059831857681274414,0.052355967462062836
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,46,7633.4267578125,0.0012270811712369323,29.111267078073894,0.9860751032829285,0.9733444452285767,0.06918911635875702,0.07173597812652588,0.05790039896965027
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,47,7506.396484375,0.0012066609924659133,29.18414726407384,0.9859715104103088,0.973823070526123,0.06491641700267792,0.0640496015548706,0.06182856112718582
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,48,7463.68603515625,0.0011997951660305262,29.20892892165606,0.9860071539878845,0.9738287329673767,0.06506658345460892,0.06583607196807861,0.060514457523822784
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,49,6631.0478515625,0.0010659478139132261,29.722640567393697,0.9879288077354431,0.9784175753593445,0.05807940661907196,0.059401094913482666,0.05083705484867096
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,50,7322.72021484375,0.0011771348072215915,29.291737982611185,0.9861041307449341,0.9754990339279175,0.06672989577054977,0.06477832794189453,0.05448295921087265
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,51,7477.1044921875,0.0012019522255286574,29.201127940650743,0.9850379228591919,0.9748868942260742,0.06741472333669662,0.06278097629547119,0.06353148818016052
GVC-RT,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,QP3,52,7092.986328125,0.0011402048403397202,29.430171196830806,0.985995888710022,0.9756226539611816,0.06459466367959976,0.062394917011260986,0.05664439499378204
