method,kind,video,scope,frames,delta,target_P_frames,duration_seconds,base_bits,enhancement_bits,base_kbps,enhancement_kbps,total_kbps,total_bpp,actual_enhancement_fraction,diagnostic,rate_scope,psnr,ms_ssim,lpips,psnr_gain_vs_ZERO_D,ms_ssim_gain_vs_ZERO_D,lpips_gain_vs_ZERO_D,psnr_minus_ORIGINAL,ms_ssim_minus_ORIGINAL,lpips_minus_ORIGINAL,cohort
train6_CODED_WRONG_l0,WRONG_QUANTIZED,ALL,IP,32,1.1303311586380005,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.723756369971184,0.8382021452417003,0.26783416140824556,-0.03744062156646322,0.0008895131487177514,-0.007541601546108723,1.8884727263028047,0.010373800268186694,0.07673723949119449,Train6_sparse
train6_CODED_WRONG_l1,WRONG_QUANTIZED,ALL,TARGET_P,6,2.260662317276001,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.625784025422917,0.8442441472439212,0.24173801392316818,-0.20103734576888796,0.004681658290581314,-0.040099188685417175,1.7600863057884817,0.013694931658049062,0.05135721464951833,Train6_sparse
train6_CODED_WRONG_l1,WRONG_QUANTIZED,ALL,P,30,2.260662317276001,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.911848055626518,0.8442060151606202,0.26905163526535036,-0.04020746915377759,0.0009363316581162628,-0.008019837737083434,2.014100101906775,0.011052904585549802,0.08187759270270666,Train6_sparse
train6_CODED_WRONG_l1,WRONG_QUANTIZED,ALL,IP,32,2.260662317276001,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.72350248920598,0.8381904430224665,0.26785716507583857,-0.03769450233166649,0.0008778109294839964,-0.00751859787851572,1.8882188455376014,0.010362098048952939,0.07676024315878749,Train6_sparse
train6_CODED_WRONG_l2,WRONG_QUANTIZED,ALL,TARGET_P,6,4.521324634552002,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.619416124062838,0.8441555352228421,0.24195910741885504,-0.20740524712896283,0.004593046269502299,-0.039878095189730324,1.7537184044284067,0.013606319636970047,0.05157830814520518,Train6_sparse
train6_CODED_WRONG_l2,WRONG_QUANTIZED,ALL,P,30,4.521324634552002,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.910574475354505,0.8441882927564044,0.2690958539644877,-0.04148104942579257,0.0009186092539004597,-0.007975619037946064,2.01282652163476,0.011035182181334,0.08192181140184403,Train6_sparse
train6_CODED_WRONG_l2,WRONG_QUANTIZED,ALL,IP,32,4.521324634552002,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.722308507700966,0.8381738282685142,0.26789862010627985,-0.03888848383668053,0.000861196175531681,-0.007477142848074436,1.8870248640325875,0.010345483295000624,0.07680169818922877,Train6_sparse
train6_CODED_WRONG_l3,WRONG_QUANTIZED,ALL,TARGET_P,6,9.042649269104004,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.600374779564778,0.8437396898616442,0.24270357191562653,-0.22644659162702396,0.004177200908304386,-0.03913363069295883,1.7346770599303456,0.013190474275772135,0.05232277264197668,Train6_sparse
train6_CODED_WRONG_l3,WRONG_QUANTIZED,ALL,P,30,9.042649269104004,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.906766206454893,0.8441051236841647,0.26924474686384203,-0.045289318325404795,0.0008354401816608773,-0.007826726138591766,2.0090182527351477,0.010952013109094416,0.08207070430119832,Train6_sparse
train6_CODED_WRONG_l3,WRONG_QUANTIZED,ALL,IP,32,9.042649269104004,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.71873825560758,0.8380958572632896,0.2680382071994245,-0.04245873593006699,0.0007832251703070725,-0.007337555754929781,1.883454611939201,0.010267512289776015,0.07694128528237343,Train6_sparse
train6_CODED_l0,LEARNED,ALL,TARGET_P,6,1.1303311586380005,6,1.0672,197744,122544,185.29235382308846,114.82758620689657,300.11994002998506,0.004826871141975309,0.6197103325511772,False,complete I/P sequence,24.5413831105483,0.8638279165456609,0.22664002825816473,0.7145617393564928,0.024265427592321236,-0.05519717435042063,2.6756853909138627,0.033278700959788986,0.03625922898451487,Train6_sparse
train6_CODED_l0,LEARNED,ALL,P,30,1.1303311586380005,6,1.0672,197744,122544,185.29235382308846,114.82758620689657,300.11994002998506,0.004826871141975309,0.6197103325511772,False,complete I/P sequence,24.09496787265159,0.8481227690209681,0.26603203813234966,0.14291234787129856,0.004853085518464247,-0.011039434870084127,2.197219918931851,0.014969658445897786,0.07885799556970596,Train6_sparse
train6_CODED_l0,LEARNED,ALL,IP,32,1.1303311586380005,6,1.0672,197744,122544,185.29235382308846,114.82758620689657,300.11994002998506,0.004826871141975309,0.6197103325511772,False,complete I/P sequence,23.895177317666988,0.8418623997665428,0.2650262927636504,0.1339803261293424,0.004549767673560232,-0.010349470190703869,2.0598936739986105,0.014034054793029174,0.07392937084659934,Train6_sparse
train6_CODED_l1,LEARNED,ALL,TARGET_P,6,2.260662317276001,6,1.0672,197744,99112,185.29235382308846,92.87106446776612,278.1634182908546,0.004473741319444445,0.5012136904280281,False,complete I/P sequence,24.53877805527507,0.8637589885480926,0.22674931834141412,0.7119566840832695,0.024196499594752913,-0.055087884267171226,2.673080335640639,0.03320977296222066,0.03636851906776428,Train6_sparse
train6_CODED_l1,LEARNED,ALL,P,30,2.260662317276001,6,1.0672,197744,99112,185.29235382308846,92.87106446776612,278.1634182908546,0.004473741319444445,0.5012136904280281,False,complete I/P sequence,24.09444686159695,0.8481089834214544,0.26605389614899955,0.14239133681665392,0.004839299918950583,-0.011017576853434245,2.1966989078772063,0.014955872846384121,0.07887985358635584,Train6_sparse
train6_CODED_l1,LEARNED,ALL,IP,32,2.260662317276001,6,1.0672,197744,99112,185.29235382308846,92.87106446776612,278.1634182908546,0.004473741319444445,0.5012136904280281,False,complete I/P sequence,23.89468886980326,0.8418494757669988,0.2650467846542597,0.13349187826561304,0.0045368436740161715,-0.010328978300094604,2.059405226134881,0.014021130793485114,0.0739498627372086,Train6_sparse
train6_CODED_l2,LEARNED,ALL,TARGET_P,6,4.521324634552002,6,1.0672,197744,75584,185.29235382308846,70.82458770614694,256.1169415292354,0.004119164737654321,0.38223157213366776,False,complete I/P sequence,24.529233764106717,0.863572236392589,0.2269217943151792,0.7024123929149125,0.024009747439249034,-0.054915408293406166,2.663536044472282,0.033023020806716784,0.036540995041529335,Train6_sparse
train6_CODED_l2,LEARNED,ALL,P,30,4.521324634552002,6,1.0672,197744,75584,185.29235382308846,70.82458770614694,256.1169415292354,0.004119164737654321,0.38223157213366776,False,complete I/P sequence,24.09253800336328,0.8480716329903537,0.26608839134375256,0.14048247858298252,0.004801949487849806,-0.010983081658681233,2.1947900496435353,0.014918522415283346,0.07891434878110885,Train6_sparse
train6_CODED_l2,LEARNED,ALL,IP,32,4.521324634552002,6,1.0672,197744,75584,185.29235382308846,70.82458770614694,256.1169415292354,0.004119164737654321,0.38223157213366776,False,complete I/P sequence,23.892899315209192,0.8418144597378417,0.26507912389934063,0.1317023236715461,0.004501827644859194,-0.010296639055013657,2.0576156715408143,0.013986114764328136,0.07398220198228955,Train6_sparse
train6_CODED_l3,LEARNED,ALL,TARGET_P,6,9.042649269104004,6,1.0672,197744,52424,185.29235382308846,49.122938530734636,234.4152923538231,0.0037701340663580246,0.26511044582895055,False,complete I/P sequence,24.491560809426726,0.8626964391635535,0.22815466672182083,0.6647394382349253,0.023133950210213583,-0.053682535886764526,2.6258630897922948,0.03214722357768133,0.03777386744817098,Train6_sparse
train6_CODED_l3,LEARNED,ALL,P,30,9.042649269104004,6,1.0672,197744,52424,185.29235382308846,49.122938530734636,234.4152923538231,0.0037701340663580246,0.26511044582895055,False,complete I/P sequence,24.08500341242728,0.8478964735445466,0.26633496582508087,0.13294788764698506,0.004626790042042717,-0.010736507177352906,2.1872554587075377,0.014743362969476256,0.07916092326243719,Train6_sparse
train6_CODED_l3,LEARNED,ALL,IP,32,9.042649269104004,6,1.0672,197744,52424,185.29235382308846,49.122938530734636,234.4152923538231,0.0037701340663580246,0.26511044582895055,False,complete I/P sequence,23.885835636206693,0.8416502477573977,0.26531028747558594,0.1246386446690485,0.004337615664415047,-0.010065475478768349,2.0505519925383164,0.01382190278388399,0.07421336555853486,Train6_sparse
train6_CONTROL_C,CONTROL_C,ALL,TARGET_P,6,,6,1.0672,197744,0,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,False,complete I/P sequence,23.876881101428427,0.8397529559316167,0.26958802342414856,0.050059730236624134,0.00019046697827675615,-0.012249179184436798,2.0111833817939937,0.009203740345744504,0.0792072241504987,Train6_sparse
train6_CONTROL_C,CONTROL_C,ALL,P,30,,6,1.0672,197744,0,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,False,complete I/P sequence,24.00349989224069,0.843368226026109,0.2654293273886045,0.051444367460385367,9.854252360484613e-05,-0.011642145613829294,2.105751938520938,0.010215115451038386,0.0782552848259608,Train6_sparse
train6_CONTROL_C,CONTROL_C,ALL,IP,32,,6,1.0672,197744,0,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,False,complete I/P sequence,23.809426086031756,0.837405015708862,0.2644612514413893,0.04822909449411128,9.238361587954325e-05,-0.010914511512964964,1.9741424423633793,0.009576670735348486,0.07336432952433825,Train6_sparse
train6_DIRECT_l0,DIRECT,ALL,TARGET_P,6,0.024315478280186653,6,1.0672,197744,3595392,185.29235382308846,3368.9955022488757,3554.2878560719646,0.057164110725308644,18.182053564204224,False,complete I/P sequence,26.380858085699213,0.9064084430955971,0.18399942169586816,2.5540367145074137,0.06684595414225719,-0.09783778091271718,4.515160366064784,0.07585922750972494,-0.006381377577781677,Train6_sparse
train6_DIRECT_l0,DIRECT,ALL,P,30,0.024315478280186653,6,1.0672,197744,3595392,185.29235382308846,3368.9955022488757,3554.2878560719646,0.057164110725308644,18.182053564204224,False,complete I/P sequence,24.46286286768178,0.8566388743309553,0.2575039168198903,0.5108073429014828,0.013369190828451439,-0.019567556182543435,2.5651149139620353,0.023485763755884976,0.07032987425724666,Train6_sparse
train6_DIRECT_l0,DIRECT,ALL,IP,32,0.024315478280186653,6,1.0672,197744,3595392,185.29235382308846,3368.9955022488757,3554.2878560719646,0.057164110725308644,18.182053564204224,False,complete I/P sequence,24.240078875507784,0.8498462484946557,0.2570311790332198,0.4788818839701401,0.012533616401673223,-0.018344583921134472,2.404795231839408,0.022017903521142166,0.06593425711616874,Train6_sparse
train6_DIRECT_l1,DIRECT,ALL,TARGET_P,6,0.048630956560373306,6,1.0672,197744,2721576,185.29235382308846,2550.2023988006,2735.4947526236883,0.04399534625771605,13.763128084796504,False,complete I/P sequence,26.3617678103174,0.9060704714793548,0.18459550042947134,2.5349464391255982,0.06650798252601496,-0.09724170217911403,4.496070090682967,0.0755212558934827,-0.005785298844178517,Train6_sparse
train6_DIRECT_l1,DIRECT,ALL,P,30,0.048630956560373306,6,1.0672,197744,2721576,185.29235382308846,2550.2023988006,2735.4947526236883,0.04399534625771605,13.763128084796504,False,complete I/P sequence,24.459044812605416,0.8565712800077068,0.25762313256661096,0.5069892878251196,0.013301596505202991,-0.019448340435822806,2.561296858885672,0.02341816943263653,0.07044909000396729,Train6_sparse
train6_DIRECT_l1,DIRECT,ALL,IP,32,0.048630956560373306,6,1.0672,197744,2721576,185.29235382308846,2550.2023988006,2735.4947526236883,0.04399534625771605,13.763128084796504,False,complete I/P sequence,24.236499448873698,0.8497828788166103,0.2571429437957704,0.4753024573360497,0.012470246723627804,-0.01823281915858388,2.401215805205318,0.021954533843096747,0.06604602187871933,Train6_sparse
train6_DIRECT_l2,DIRECT,ALL,TARGET_P,6,0.09726191312074661,6,1.0672,197744,1871264,185.29235382308846,1753.433283358321,1938.7256371814094,0.031180796682098767,9.463063354640344,False,complete I/P sequence,26.295394894209398,0.9048522770312482,0.18634981537858644,2.468573523017596,0.06528978807790826,-0.0954873872299989,4.429697174574965,0.07430306144537602,-0.0040309838950634,Train6_sparse
train6_DIRECT_l2,DIRECT,ALL,P,30,0.09726191312074661,6,1.0672,197744,1871264,185.29235382308846,1753.433283358321,1938.7256371814094,0.031180796682098767,9.463063354640344,False,complete I/P sequence,24.445770229383815,0.8563276411180856,0.257973995556434,0.4937147046035192,0.013057957615581654,-0.01909747744599978,2.548022275664072,0.023174530543015194,0.07079995299379031,Train6_sparse
train6_DIRECT_l2,DIRECT,ALL,IP,32,0.09726191312074661,6,1.0672,197744,1871264,185.29235382308846,1753.433283358321,1938.7256371814094,0.031180796682098767,9.463063354640344,False,complete I/P sequence,24.224054527103444,0.8495544673575903,0.2574718778487295,0.4628575355657992,0.0122418352646078,-0.017903885105624795,2.388770883435067,0.021726122384076743,0.06637495593167841,Train6_sparse
train6_DIRECT_l3,DIRECT,ALL,TARGET_P,6,0.19452382624149323,6,1.0672,197744,1162992,185.29235382308846,1089.76011994003,1275.0524737631185,0.02050684799382716,5.881301076138846,False,complete I/P sequence,25.971044393813575,0.9020361350602383,0.19050099949042001,2.144223022621775,0.06247364610689843,-0.09133620311816533,4.1053466741791445,0.07148691947436618,0.00012020021677017212,Train6_sparse
train6_DIRECT_l3,DIRECT,ALL,P,30,0.19452382624149323,6,1.0672,197744,1162992,185.29235382308846,1089.76011994003,1275.0524737631185,0.02050684799382716,5.881301076138846,False,complete I/P sequence,24.380900129304653,0.8557644127238836,0.25880423237880074,0.42884460452435497,0.012494729221379685,-0.018267240623633066,2.4831521755849075,0.022611302148813225,0.07163018981615703,Train6_sparse
train6_DIRECT_l3,DIRECT,ALL,IP,32,0.19452382624149323,6,1.0672,197744,1162992,185.29235382308846,1089.76011994003,1275.0524737631185,0.02050684799382716,5.881301076138846,False,complete I/P sequence,24.16323880827923,0.8490264407380259,0.2582502248696983,0.4020418167415828,0.011713808645043455,-0.017125538084656,2.327955164610851,0.021198095764512398,0.06715330295264721,Train6_sparse
train6_DIRECT_l4,DIRECT,ALL,TARGET_P,6,0.38904765248298645,6,1.0672,197744,210768,185.29235382308846,197.49625187406298,382.78860569715147,0.006156442901234568,1.065862933894328,False,complete I/P sequence,24.081661381511196,0.8496892680091707,0.26317975173393887,0.25484001031939246,0.010126779055830834,-0.018657450874646504,2.215963661876762,0.01914005242329858,0.072798952460289,Train6_sparse
train6_DIRECT_l4,DIRECT,ALL,P,30,0.38904765248298645,6,1.0672,197744,210768,185.29235382308846,197.49625187406298,382.78860569715147,0.006156442901234568,1.065862933894328,False,complete I/P sequence,24.003023526844174,0.8452950393136701,0.2733399828275045,0.0509680020638785,0.0020253558111661667,-0.003731490174929301,2.105275573124431,0.012141928738599705,0.08616594026486078,Train6_sparse
train6_DIRECT_l4,DIRECT,ALL,IP,32,0.38904765248298645,6,1.0672,197744,210768,185.29235382308846,197.49625187406298,382.78860569715147,0.006156442901234568,1.065862933894328,False,complete I/P sequence,23.80897949347253,0.8392114031659508,0.27187749091535807,0.04778250193488609,0.0018987710729682812,-0.0034982720389962196,1.973695849804154,0.011383058192437224,0.08078056899830699,Train6_sparse
train6_DIRECT_l5,DIRECT,ALL,TARGET_P,6,0.7780953049659729,6,1.0672,197744,2576,185.29235382308846,2.413793103448276,187.70614692653675,0.003018904320987654,0.013026943927502225,False,complete I/P sequence,23.82681912685167,0.8395627681677765,0.281834897895654,-2.2443401318147003e-06,2.7921443671955853e-07,-2.304712931315104e-06,1.9611214072172378,0.009013552581904468,0.0914540986220042,Train6_sparse
train6_DIRECT_l5,DIRECT,ALL,P,30,0.7780953049659729,6,1.0672,197744,2576,185.29235382308846,2.413793103448276,187.70614692653675,0.003018904320987654,0.013026943927502225,False,complete I/P sequence,23.95205507591227,0.8432697393453913,0.2770710120598475,-4.4886802636294e-07,5.58428873439117e-08,-4.6094258626302084e-07,2.0543071221925264,0.010116628770320883,0.08989696949720383,Train6_sparse
train6_DIRECT_l5,DIRECT,ALL,IP,32,0.7780953049659729,6,1.0672,197744,2576,185.29235382308846,2.413793103448276,187.70614692653675,0.003018904320987654,0.013026943927502225,False,complete I/P sequence,23.76119657072387,0.8373126844456895,0.27537533082067966,-4.2081377471525627e-07,5.235270688491722e-08,-4.3213367462158203e-07,1.9259129270554933,0.009484339472175828,0.08427840890362859,Train6_sparse
train6_TEACHER,TEACHER,ALL,TARGET_P,6,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,26.386326216493433,0.9065148754642474,0.1837465614080429,2.559504845301633,0.06695238651090761,-0.09809064120054245,4.520628496859003,0.07596565987837535,-0.006634237865606944,Train6_sparse
train6_TEACHER,TEACHER,ALL,P,30,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,24.463956493840623,0.8566601608046852,0.2574533447623253,0.5119009690603266,0.01339047730218152,-0.01961812824010849,2.5662085401208787,0.02350705022961506,0.0702793021996816,Train6_sparse
train6_TEACHER,TEACHER,ALL,IP,32,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,24.241104150031703,0.8498662045637777,0.2569837677292526,0.4799071584940562,0.012553572470795176,-0.01839199522510171,2.405820506363324,0.02203785959026412,0.0658868458122015,Train6_sparse
train6_ZERO_D,ZERO_D,ALL,TARGET_P,6,,6,1.0672,197744,0,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,False,complete I/P sequence,23.8268213711918,0.8395624889533398,0.28183720260858536,0.0,0.0,0.0,1.9611236515573696,0.009013273367467748,0.0914564033349355,Train6_sparse
train6_ZERO_D,ZERO_D,ALL,P,30,,6,1.0672,197744,0,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,False,complete I/P sequence,23.952055524780295,0.8432696835025039,0.2770714730024338,0.0,0.0,0.0,2.0543075710605527,0.010116572927433539,0.0898974304397901,Train6_sparse
train6_ZERO_D,ZERO_D,ALL,IP,32,,6,1.0672,197744,0,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,False,complete I/P sequence,23.761196991537645,0.8373126320929826,0.2753757629543543,0.0,0.0,0.0,1.9259133478692678,0.009484287119468943,0.08427884103730321,Train6_sparse
val6_CODED_l0,LEARNED,ALL,TARGET_P,90,1.1303311586380005,90,3.3066649999999997,470832,1665424,142.3887814459584,503.65670547212983,646.0454869180882,0.01073141718106996,3.5371937336459713,False,complete I/P sequence,26.825071852919123,0.8181516769663383,0.2779560006327099,0.21814732294468928,0.0038797818790791785,-0.03168668904238277,3.134498767597168,0.02418001053683194,0.043024957262807424,Val6
val6_CODED_l0,LEARNED,ALL,P,90,1.1303311586380005,90,3.3066649999999997,470832,1665424,142.3887814459584,503.65670547212983,646.0454869180882,0.01073141718106996,3.5371937336459713,False,complete I/P sequence,26.825071852919123,0.8181516769663383,0.2779560006327099,0.21814732294468928,0.0038797818790791785,-0.03168668904238277,3.134498767597168,0.02418001053683194,0.043024957262807424,Val6
val6_CODED_l0,LEARNED,ALL,IP,96,1.1303311586380005,90,3.3066649999999997,470832,1665424,142.3887814459584,503.65670547212983,646.0454869180882,0.01073141718106996,3.5371937336459713,False,complete I/P sequence,26.654870502882172,0.8140313203553741,0.27627684564019245,0.2045131152606462,0.00363729551163673,-0.029706270977233846,2.9385925946223446,0.022668759878279942,0.04033589743388196,Val6
val6_CODED_l1,LEARNED,ALL,TARGET_P,90,2.260662317276001,90,3.3066649999999997,470832,1303448,142.3887814459584,394.18810190932555,536.5768833552839,0.008913041730967079,2.768392972440276,False,complete I/P sequence,26.8242507302585,0.8181360487815206,0.27798952940437527,0.2173262002840604,0.0038641536942615037,-0.031653160270717406,3.133677644936539,0.024164382352014263,0.043058486034472786,Val6
val6_CODED_l1,LEARNED,ALL,P,90,2.260662317276001,90,3.3066649999999997,470832,1303448,142.3887814459584,394.18810190932555,536.5768833552839,0.008913041730967079,2.768392972440276,False,complete I/P sequence,26.8242507302585,0.8181360487815206,0.27798952940437527,0.2173262002840604,0.0038641536942615037,-0.031653160270717406,3.133677644936539,0.024164382352014263,0.043058486034472786,Val6
val6_CODED_l1,LEARNED,ALL,IP,96,2.260662317276001,90,3.3066649999999997,470832,1303448,142.3887814459584,394.18810190932555,536.5768833552839,0.008913041730967079,2.768392972440276,False,complete I/P sequence,26.65410070038783,0.8140166689321076,0.2763082788636287,0.20374331276630664,0.0036226440883701597,-0.029674837753797572,2.937822792128005,0.02265410845501337,0.040367330657318234,Val6
val6_CODED_l2,LEARNED,ALL,TARGET_P,90,4.521324634552002,90,3.3066649999999997,470832,943024,142.3887814459584,285.1888534218011,427.5776348677595,0.007102462705761317,2.002888503755055,False,complete I/P sequence,26.819286291465087,0.8180569733724089,0.27819073634843033,0.21236176149065053,0.0037850782851497626,-0.03145195332666238,3.1287132061431286,0.024085306942902524,0.04325969297852781,Val6
val6_CODED_l2,LEARNED,ALL,P,90,4.521324634552002,90,3.3066649999999997,470832,943024,142.3887814459584,285.1888534218011,427.5776348677595,0.007102462705761317,2.002888503755055,False,complete I/P sequence,26.819286291465087,0.8180569733724089,0.27819073634843033,0.21236176149065053,0.0037850782851497626,-0.03145195332666238,3.1287132061431286,0.024085306942902524,0.04325969297852781,Val6
val6_CODED_l2,LEARNED,ALL,IP,96,4.521324634552002,90,3.3066649999999997,470832,943024,142.3887814459584,285.1888534218011,427.5776348677595,0.007102462705761317,2.002888503755055,False,complete I/P sequence,26.64944653901901,0.8139425357360652,0.2764969103736803,0.19908915139748487,0.0035485108923279025,-0.029486206243745983,2.9331686307591838,0.022579975258971114,0.04055596216736982,Val6
val6_CODED_l3,LEARNED,ALL,TARGET_P,90,9.042649269104004,90,3.3066649999999997,470832,610864,142.3887814459584,184.73718988769653,327.12597133365495,0.005433867026748971,1.2974139395792978,False,complete I/P sequence,26.85029866784193,0.8177508721436586,0.2789594415161345,0.24337413786749135,0.0034789770563993672,-0.030683248158958225,3.15972558251997,0.023779205714152127,0.04402839814623197,Val6
val6_CODED_l3,LEARNED,ALL,P,90,9.042649269104004,90,3.3066649999999997,470832,610864,142.3887814459584,184.73718988769653,327.12597133365495,0.005433867026748971,1.2974139395792978,False,complete I/P sequence,26.85029866784193,0.8177508721436586,0.2789594415161345,0.24337413786749135,0.0034789770563993672,-0.030683248158958225,3.15972558251997,0.023779205714152127,0.04402839814623197,Val6
val6_CODED_l3,LEARNED,ALL,IP,96,9.042649269104004,90,3.3066649999999997,470832,610864,142.3887814459584,184.73718988769653,327.12597133365495,0.005433867026748971,1.2974139395792978,False,complete I/P sequence,26.678520641872296,0.8136555658341117,0.2772175714684029,0.22816325425077313,0.0032615409903744065,-0.028765545149023335,2.9622427336124715,0.022293005357017618,0.04127662326209247,Val6
val6_CONTINUOUS,CONTINUOUS,ALL,TARGET_P,90,,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.82548500267704,0.8181588227835339,0.2779318612068892,0.21856047270260792,0.0038869276962747784,-0.03171082846820354,3.1349119173550863,0.02418715635402754,0.04300081783698665,Val6
val6_CONTINUOUS,CONTINUOUS,ALL,P,90,,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.82548500267704,0.8181588227835339,0.2779318612068892,0.21856047270260792,0.0038869276962747784,-0.03171082846820354,3.1349119173550863,0.02418715635402754,0.04300081783698665,Val6
val6_CONTINUOUS,CONTINUOUS,ALL,IP,96,,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.65525783078022,0.8140380195589949,0.27625421492848545,0.20490044315869493,0.0036439947152576047,-0.029728901688940823,2.9389799225203936,0.022675459081900818,0.04031326672217498,Val6
val6_CONTROL_C,CONTROL_C,ALL,TARGET_P,90,,90,3.3066649999999997,470832,0,142.3887814459584,0.0,142.3887814459584,0.002365210262345679,0.0,False,complete I/P sequence,26.072617093979098,0.8139878050998713,0.30490759727027683,-0.5343074359953361,-0.0002840899873878003,-0.0047350924048158854,2.382044008657142,0.02001613867036496,0.0699765539003743,Val6
val6_CONTROL_C,CONTROL_C,ALL,P,90,,90,3.3066649999999997,470832,0,142.3887814459584,0.0,142.3887814459584,0.002365210262345679,0.0,False,complete I/P sequence,26.072617093979098,0.8139878050998713,0.30490759727027683,-0.5343074359953361,-0.0002840899873878003,-0.0047350924048158854,2.382044008657142,0.02001613867036496,0.0699765539003743,Val6
val6_CONTROL_C,CONTROL_C,ALL,IP,96,,90,3.3066649999999997,470832,0,142.3887814459584,0.0,142.3887814459584,0.002365210262345679,0.0,False,complete I/P sequence,25.949444166375898,0.8101276904805612,0.3015439674879114,-0.5009132212456276,-0.00026633436317606275,-0.004439149129514893,2.233166258116071,0.01876513000346715,0.06560301928160091,Val6
val6_DIRECT_l0,DIRECT,ALL,TARGET_P,90,0.024315478280186653,90,3.3066649999999997,470832,51538360,142.3887814459584,15586.205436595483,15728.594218041442,0.2612665975437243,109.46231352159582,False,complete I/P sequence,29.53076799510159,0.8662256989867465,0.22674734559324053,2.9238434651271574,0.051953803899487325,-0.08289534408185217,5.840194909779636,0.07225403255724007,-0.008183697776661978,Val6
val6_DIRECT_l0,DIRECT,ALL,P,90,0.024315478280186653,90,3.3066649999999997,470832,51538360,142.3887814459584,15586.205436595483,15728.594218041442,0.2612665975437243,109.46231352159582,False,complete I/P sequence,29.53076799510159,0.8662256989867465,0.22674734559324053,2.9238434651271574,0.051953803899487325,-0.08289534408185217,5.840194909779636,0.07225403255724007,-0.008183697776661978,Val6
val6_DIRECT_l0,DIRECT,ALL,IP,96,0.024315478280186653,90,3.3066649999999997,470832,51538360,142.3887814459584,15586.205436595483,15728.594218041442,0.2612665975437243,109.46231352159582,False,complete I/P sequence,29.191460636178235,0.8591007159995067,0.22826873154068986,2.74110324855671,0.048706691155769366,-0.0777143850767364,5.475182727918408,0.06773815552241257,-0.0076722166656206054,Val6
val6_DIRECT_l1,DIRECT,ALL,TARGET_P,90,0.048630956560373306,90,3.3066649999999997,470832,38497232,142.3887814459584,11642.31393261791,11784.70271406387,0.19575488683127573,81.7642641111904,False,complete I/P sequence,29.516998449058864,0.8658743220364448,0.22817992063032255,2.9100739190844256,0.051602426949185515,-0.08146276904477014,5.826425363736904,0.07190265560693829,-0.0067511227395799425,Val6
val6_DIRECT_l1,DIRECT,ALL,P,90,0.048630956560373306,90,3.3066649999999997,470832,38497232,142.3887814459584,11642.31393261791,11784.70271406387,0.19575488683127573,81.7642641111904,False,complete I/P sequence,29.516998449058864,0.8658743220364448,0.22817992063032255,2.9100739190844256,0.051602426949185515,-0.08146276904477014,5.826425363736904,0.07190265560693829,-0.0067511227395799425,Val6
val6_DIRECT_l1,DIRECT,ALL,IP,96,0.048630956560373306,90,3.3066649999999997,470832,38497232,142.3887814459584,11642.31393261791,11784.70271406387,0.19575488683127573,81.7642641111904,False,complete I/P sequence,29.178551686763175,0.8587713001085987,0.22961177063795427,2.728194299141649,0.04837727526486143,-0.076371345979472,5.462273778503348,0.06740873963150464,-0.006329177568356196,Val6
val6_DIRECT_l2,DIRECT,ALL,TARGET_P,90,0.09726191312074661,90,3.3066649999999997,470832,25887128,142.3887814459584,7828.772494340976,7971.161275786934,0.13240841210133744,54.981666496754684,False,complete I/P sequence,29.433304716483498,0.8644964071442178,0.23173429001536633,2.8263801865090636,0.05022451205695872,-0.07790839965972636,5.742731631161542,0.07052474071471147,-0.0031967533545361627,Val6
val6_DIRECT_l2,DIRECT,ALL,P,90,0.09726191312074661,90,3.3066649999999997,470832,25887128,142.3887814459584,7828.772494340976,7971.161275786934,0.13240841210133744,54.981666496754684,False,complete I/P sequence,29.433304716483498,0.8644964071442178,0.23173429001536633,2.8263801865090636,0.05022451205695872,-0.07790839965972636,5.742731631161542,0.07052474071471147,-0.0031967533545361627,Val6
