cohort,method,video,residual_analysis_seconds,actual_entropy_encode_seconds,note,receiver_entropy_decode_seconds,receiver_base_decode_seconds,receiver_synthesis_seconds,receiver_peak_allocated_bytes,optimization_time_excluded_from_this_table
Val6,val6_DIRECT_l1,66d34721-a96d-4a92-9042-0847e057f3ba,0.02537742257118225,3.703496493399143,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,5.119403257966042,3.2766120210289955,1.6374692246317863,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l1,b3d4cebf-21ab-41e1-b79a-729d35794681,0.025927826762199402,3.7207614183425903,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,5.2076916843652725,3.2630056366324425,1.6141591966152191,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l2,026aa77c-d036-41b7-a998-83c1911fe2bf,0.02507731318473816,2.8209921419620514,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,4.134156182408333,3.0792330503463745,1.6076647266745567,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l2,2996c286-14c5-4157-95ba-f2a73fae0187,0.024539820849895477,3.1929200664162636,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,4.698432222008705,3.266944758594036,1.6263705492019653,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l2,30884276-8cb2-485e-b0ca-a22605c1801f,0.024471759796142578,2.958151400089264,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,4.285077139735222,3.468730539083481,1.6694727689027786,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l2,46da3cc3-6beb-425c-a870-c8d7bae89311,0.025089681148529053,2.9263273626565933,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,4.332202188670635,3.238536223769188,1.6333083361387253,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l2,66d34721-a96d-4a92-9042-0847e057f3ba,0.02529224008321762,2.718901611864567,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,4.027500785887241,3.3876920640468597,1.541383258998394,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l2,b3d4cebf-21ab-41e1-b79a-729d35794681,0.02553752064704895,2.749007672071457,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,4.199592389166355,3.223056599497795,1.54569710791111,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l3,026aa77c-d036-41b7-a998-83c1911fe2bf,0.025862544775009155,1.9161600470542908,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,3.142769679427147,3.208503805100918,1.638527050614357,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l3,2996c286-14c5-4157-95ba-f2a73fae0187,0.024205252528190613,2.4513669162988663,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,3.7267368733882904,3.0180866345763206,1.5281738638877869,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l3,30884276-8cb2-485e-b0ca-a22605c1801f,0.023982681334018707,2.1304033398628235,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,3.245889812707901,3.3983414471149445,1.6717146188020706,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l3,46da3cc3-6beb-425c-a870-c8d7bae89311,0.02598961442708969,2.1810379177331924,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,3.5797487422823906,3.1043383851647377,1.5604530423879623,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l3,66d34721-a96d-4a92-9042-0847e057f3ba,0.02404756098985672,1.889444150030613,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,3.1009526178240776,3.2437009066343307,1.6387348622083664,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l3,b3d4cebf-21ab-41e1-b79a-729d35794681,0.024342335760593414,1.9087550565600395,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,3.034641832113266,3.229618050158024,1.5237841606140137,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l4,026aa77c-d036-41b7-a998-83c1911fe2bf,0.026210807263851166,1.089003562927246,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,2.044460654258728,3.118652381002903,1.5311456769704819,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l4,2996c286-14c5-4157-95ba-f2a73fae0187,0.02475082129240036,1.2589162215590477,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,2.3359801843762398,3.303635284304619,1.680700644850731,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l4,30884276-8cb2-485e-b0ca-a22605c1801f,0.024617105722427368,1.1543488875031471,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,2.1536142602562904,3.2133636325597763,1.6391175910830498,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l4,46da3cc3-6beb-425c-a870-c8d7bae89311,0.025097094476222992,1.1223948672413826,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,2.1122211888432503,3.256777413189411,1.5484932959079742,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l4,66d34721-a96d-4a92-9042-0847e057f3ba,0.024888522922992706,1.0905648320913315,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,2.0885607302188873,3.2135970443487167,1.5912262722849846,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l4,b3d4cebf-21ab-41e1-b79a-729d35794681,0.023913271725177765,1.0870643705129623,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,2.144315704703331,3.3488666638731956,1.6166886538267136,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l5,026aa77c-d036-41b7-a998-83c1911fe2bf,0.02528257668018341,0.3444219157099724,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.6166145280003548,3.3219107016921043,2.5277517214417458,1183576576,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l5,2996c286-14c5-4157-95ba-f2a73fae0187,0.029603175818920135,0.6671993136405945,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,1.2128289565443993,3.4117078483104706,2.119269013404846,1183576576,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l5,30884276-8cb2-485e-b0ca-a22605c1801f,0.02426794171333313,0.004187159240245819,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.002874404191970825,3.3165449053049088,2.865984335541725,1183576576,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l5,46da3cc3-6beb-425c-a870-c8d7bae89311,0.021650955080986023,0.20207098126411438,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.37523362040519714,3.552592694759369,2.7026154845952988,1183576576,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l5,66d34721-a96d-4a92-9042-0847e057f3ba,0.02152317762374878,0.003127187490463257,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.0025602951645851135,3.2929376661777496,2.9011956974864006,1183576576,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l5,b3d4cebf-21ab-41e1-b79a-729d35794681,0.022772349417209625,0.004876479506492615,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.0025021135807037354,3.0609937831759453,2.8298459127545357,1183576576,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
