candidate,lambda,video,frame,type,nonzero_enhancement_frame,old_packet_bits,new_packet_bits,new_mode,mse,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
adaptive_lambda2,0.06669772994262241,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,P,True,5000,5000,DENSE,0.014200694989663162,18.47690400490908,0.7919068105175834,0.3774200677871704,0.014578115057450332,0.24565699276868713,0.009682798059811537,-0.004358172416687012,-0.2841750406255912,-0.021879513327809796,0.056776732206344604,2.4677283368001675,0.025341843149820353,0.14661359786987305
adaptive_lambda2,0.06669772994262241,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,P,True,4648,4648,DENSE,0.013900413436567872,18.56972282440163,0.7881630865603318,0.3747428357601166,0.014275156272327989,0.2267968180459512,0.007504471299208171,0.0006421506404876709,-0.30732211999885806,-0.023945784668182202,0.06090471148490906,2.4816942683045475,0.0232521835613686,0.1458667367696762
adaptive_lambda2,0.06669772994262241,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,P,True,5240,5240,DENSE,0.014318762259615793,18.44094521626722,0.7906331792596867,0.3841356039047241,0.014702897863520517,0.23894060239567594,0.010508791801401407,-0.007075190544128418,-0.24191932043861897,-0.019998971094106754,0.05419844388961792,2.449117363680097,0.025685147299836286,0.1539074331521988
adaptive_lambda2,0.06669772994262241,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,P,True,4864,4864,DENSE,0.01390313554060609,18.568872433131283,0.787852179512638,0.37558016180992126,0.014278715702416012,0.24980045523216532,0.008482119487528195,-0.004261523485183716,-0.28149919062062523,-0.02282448972551898,0.05771413445472717,2.5139719672244283,0.024628987247851786,0.1449493020772934
adaptive_lambda2,0.06669772994262241,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,P,True,5120,5120,DENSE,0.014458191709740128,18.398860209827227,0.7840022303882503,0.3819444179534912,0.01484013612769362,0.25276860888820707,0.009895648128197654,-0.004847496747970581,-0.27752337107633807,-0.021987594701144864,0.057762593030929565,2.4419115072236135,0.025530448533948924,0.1484927088022232
adaptive_lambda2,0.06669772994262241,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,P,True,4888,4888,DENSE,0.01436020993356357,18.4283921104624,0.7790587690566673,0.38354355096817017,0.014743753484531741,0.25304253178276426,0.008124122914924592,0.0012319982051849365,-0.3249968922258084,-0.02514272345128976,0.0635252594947815,2.437983253859027,0.023665677345499403,0.1497623324394226
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,0,I,False,8,8,I,0.0023100739264783543,26.363741216888563,0.8150404934054553,0.22730228304862976,0.002537376209526984,,,,,,,,,
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,1,P,True,4488,4488,DENSE,0.0009783350455497403,30.09512389062278,0.907044594540329,0.1449945867061615,0.0011233296322559019,0.880332064816578,0.012187080485760449,-0.03898203372955322,-0.021984509261130825,-0.002120709773183904,0.0051391273736953735,2.2024475171129083,0.012015917542734345,-0.0065278559923172
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,2,P,True,4176,4176,DENSE,0.0009599494885154911,30.177516184564016,0.9093805087404219,0.13637244701385498,0.001096321935529346,0.738851063938899,0.0107126416468587,-0.03793695569038391,0.05692880261558386,-0.0014153937527038307,0.005679696798324585,2.3116620379671,0.012611951617945372,-0.008432060480117798
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,3,P,True,3992,3992,DENSE,0.0009605520771138818,30.17479084534628,0.9097136358581824,0.13646046817302704,0.0010970125452869088,0.5862557692210473,0.008250335153725974,-0.029594019055366516,0.038937527488140944,-0.0019200331433177897,0.007402166724205017,2.3232105951139843,0.013044871535888514,-0.006673455238342285
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,4,P,True,4040,4040,DENSE,0.0009634146815963115,30.161867397034612,0.9110533414798248,0.13891330361366272,0.0011023279852099743,0.6202162842112493,0.009869087001535992,-0.0366477370262146,0.06391748096186234,-0.0010894303097651603,0.005865171551704407,2.2615366667427743,0.013068348921853157,-0.0021264851093292236
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,5,P,True,3944,3944,DENSE,0.0009314017904686335,30.308629315418962,0.9139442377096518,0.13648784160614014,0.0010678896320747736,0.5679048341207142,0.009071695789053535,-0.033525675535202026,0.0688282175600392,-0.0007826082947900437,0.006459981203079224,2.4100670820770276,0.014302129563560917,-0.004033505916595459
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,6,P,True,3856,3856,DENSE,0.0009337647823064254,30.297625098637802,0.9132521281893914,0.13776731491088867,0.001071532097217314,0.5891157942987704,0.009243626820090944,-0.03470093011856079,0.03498977744492393,-0.001176164734764118,0.0069506168365478516,2.415954061507719,0.014474989127446936,-0.0031792372465133667
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,7,P,True,4016,4016,DENSE,0.0008988653494936016,30.463053609383074,0.9156777077428998,0.1337631791830063,0.001032628528676608,0.5807793877037675,0.008449400377854577,-0.032186463475227356,-0.0019764314119363746,-0.0016032277261406325,0.0062193721532821655,2.6128662544975754,0.016271453993857765,-0.008733302354812622
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,8,P,True,4056,4056,DENSE,0.000943556883549862,30.252319127039904,0.9125745479306425,0.14284951984882355,0.0010864064033986856,0.6260700868139821,0.009467785017639674,-0.037014007568359375,-0.009099594609761397,-0.0018657980980885114,0.006607532501220703,2.5408211246795247,0.016440137466626314,-0.0027771443128585815
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,9,P,True,4024,4024,DENSE,0.0008995153313194598,30.459914301497815,0.9152462807450532,0.13850079476833344,0.001038016126087793,0.603661707575494,0.008324734644485576,-0.03128974139690399,0.03426764893931633,-0.0013495603303294024,0.007118657231330872,2.7444674361328616,0.01753132108693023,-0.0072233229875564575
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,10,P,True,4168,4168,DENSE,0.0009517141143264691,30.214934898682742,0.9116654830661934,0.14561104774475098,0.00109732516207122,0.6156499269031208,0.009247002193686904,-0.035468652844429016,0.056479630658227364,-0.0013691764445340482,0.006967663764953613,2.582121657154701,0.01620031517649656,-0.001980334520339966
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,11,P,True,4088,4088,DENSE,0.0009718196746558205,30.124143128178137,0.9101118619804888,0.14653897285461426,0.0011183586475104349,0.5655208415696329,0.008534584545945911,-0.033079445362091064,0.030175347200049885,-0.0016270109178587733,0.009354621171951294,2.5906235262698303,0.015925232996337413,-0.0020991265773773193
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,12,P,True,3840,3840,DENSE,0.0009713871103061625,30.12607663638407,0.9095959732526767,0.1453612744808197,0.0011167483847869823,0.5852212214472772,0.008432417595166997,-0.032270222902297974,0.0024811271862077433,-0.00202867205374635,0.009373068809509277,2.6153275424513254,0.015757168156757317,-0.0034194737672805786
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,13,P,True,4032,4032,DENSE,0.0009493049738900721,30.22594243631619,0.9111368153259183,0.14347991347312927,0.0010927848873632014,0.5978845628344587,0.008393350597593163,-0.029728323221206665,-0.005298650451937448,-0.0018171191399297681,0.009892359375953674,2.772071367194304,0.01807060821775952,-0.007267206907272339
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,14,P,True,4312,4312,DENSE,0.000979126806663208,30.091610590979894,0.9086495765701645,0.146663635969162,0.0011257904426323702,0.7082621314807938,0.010159593769782815,-0.03587977588176727,0.03476622401515428,-0.0016044510011953284,0.0067583173513412476,2.750048355763557,0.01902174505395282,-0.006336480379104614
adaptive_lambda2,0.06669772994262241,c227e33d-910e-4e39-a325-0fe1d1116436,15,P,True,4048,4048,DENSE,0.0010019415717964935,29.9915760360473,0.9075241299764873,0.1486375331878662,0.0011505791049843598,0.6860703453301298,0.009848760854847871,-0.03273096680641174,-0.0727970231081656,-0.0029109781286352776,0.01102156937122345,2.7108524690260722,0.018298267968198334,-0.004466980695724487
